Country,Rater_id,Dish name,Model,Generation_count,Would you associate the dish_name with your home and/or culture?,How familiar are you with the dish_name?,Is this an image of food?,Is this an image of the dish_name,Please rate quality of the image,"In your opinion, how closely does this image match what you’d expect an image of the dish_name to be?",Please provide an explanation for your answer ( especially important if the image doesn't resemble the dish in question),What do you see in the image? ( if this is not an image of food you can submit the form after answering this question),Please check any of the below that apply; presentation of the dish,Please check any of the below that apply; utensils,Please check any of the below that apply; background,Please check any of the below that apply; others,Familiarity_level,Image_match,Good_quality,Gross,Vomit,Disgusting,Rotten,Ugly,Burnt,Burned,Unappealing,Poop,Dung,Stale,Trash,Dirt,Horrible,Hideous,Unappetising,Disturbing,Unappetising_combined
Nigeria,1,Small chops,Dalle2,2.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served in a setting that I would expect,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,1,Small chops,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served in a setting that I would expect,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,1,Small chops,Dalle2,4.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served in a setting that I would expect,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,1,Okra soup,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,unsliced Okra in plate isn't  what i expected,,wrong presentation,The utensils are correct,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Okra soup,Dalle2,1.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,the image doesn't depict okra soup,,wrong presentation,The utensils are correct,The dish is shown served in a setting that I would expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Okra soup,Dalle2,2.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,the badly sliced okra ,Badly sliced okra fruit ,wrong presentation,The utensils are correct,The dish is shown served in a setting that I would expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Okra soup,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,The okra's were badly sliced and some unsliced,Badly sliced and unsliced okra,wrong presentation,The utensils are correct,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Okra soup,Dalle2,4.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,worst image so far,,The image sort of looks like the {dish_name} but it’s not quite right,The utensils are correct,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Ofe Okazi,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,a dish that isn't ofe Okazi,wrong presentation,The utensils are correct,The dish is shown served in a setting that I would expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Ofe Okazi,Dalle2,1.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,i can't really say,wrong presentation,The utensils are incorrect,The dish is shown served in a setting that I would expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Ofe Okazi,Dalle2,2.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,Nothing related to Okazi,wrong presentation,The utensils are correct,The dish is shown served in a setting that I would expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Ofe Okazi,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,wrong presentation,The utensils are correct,The dish is shown served in a setting that I would expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Ofe Okazi,Dalle2,4.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served in a setting that I would expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Ofe Nsala,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,The image does not in anyway look like ofe Nsala.,,wrong presentation,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Ofe Nsala,Dalle2,1.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Does not look like Ofe Nsala,I can't say,wrong presentation,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Ofe Nsala,Dalle2,2.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,not in anyway close to ofe nsala,,wrong presentation,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Ofe Nsala,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Worst of all in depicting ofe nsala,,wrong presentation,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Ofe Nsala,Dalle2,4.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,A dish that i haven't seen before ,wrong presentation,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Ofe Olubu,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,not close to Ofe Olubu,a dish that's not  Ofe Olubu,wrong presentation,The utensils are correct,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Ofe Olubu,Dalle2,1.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,I can't say,wrong presentation,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Ofe Olubu,Dalle2,2.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,The dish looks slightly like Ofe Olubu but it's not,A dish that i can name,The image sort of looks like the {dish_name} but it’s not quite right,The utensils are correct,The dish is shown served in a setting that I would not expect,somehow close to the dish,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,1,Ofe Olubu,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,A dish that's not Ofe Olubu,wrong presentation,The utensils are correct,The dish is shown served in a setting that I would not expect, an image that is not depicting Ofe Olubu,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,1,Ofe Olubu,Dalle2,4.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,An image that's totally different ,I can't say,wrong presentation,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Uwka,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,"The image resembles the dish_name, but it is not what I’d expect",The Ukwa dish is mix with a component that i don't know,Ukwa with some component that i don't know,The image sort of looks like the {dish_name} but it’s not quite right,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Uwka,Dalle2,1.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,This is totally different ,I can't say,wrong presentation,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
